Speed Camera Report Listing for Speeds gt 17 and lt 50,,,,37.03,27.90
Date,Hour,Speed,Direction,25.81,
20190807,9,17.24,R2L,,
20190812,10,17.24,R2L,,
20190814,10,17.24,R2L,,
20190815,11,17.24,R2L,,
20190817,12,17.24,R2L,,
20190820,12,17.24,R2L,,
20190826,13,17.24,L2R,,
20190807,13,17.25,R2L,,
20190809,15,17.25,L2R,,
20190810,14,17.25,L2R,,
20190813,13,17.25,R2L,,
20190815,16,17.25,R2L,,
20190818,15,17.25,R2L,,
20190820,9,17.25,R2L,,
20190826,15,17.25,R2L,,
20190827,16,17.25,L2R,,
20190811,8,17.26,R2L,,
20190817,14,17.26,R2L,,
20190823,12,17.26,R2L,,
20190825,15,17.26,L2R,,
20190825,14,17.26,R2L,,
20190807,9,17.27,R2L,,
20190807,7,17.27,R2L,,
20190808,15,17.27,R2L,,
20190813,12,17.27,L2R,,
20190814,13,17.27,R2L,,
20190814,11,17.27,R2L,,
20190817,6,17.27,L2R,,
20190818,9,17.27,L2R,,
20190819,12,17.27,R2L,,
20190820,13,17.27,R2L,,
20190820,11,17.27,R2L,,
20190822,14,17.27,L2R,,
20190827,12,17.27,R2L,,
20190808,16,17.28,R2L,,
20190809,9,17.28,R2L,,
20190812,17,17.28,R2L,,
20190812,15,17.28,R2L,,
20190812,11,17.28,R2L,,
20190813,8,17.28,R2L,,
20190817,12,17.28,L2R,,
20190819,14,17.28,R2L,,
20190819,13,17.28,L2R,,
20190820,7,17.28,R2L,,
20190826,11,17.28,R2L,,
20190827,12,17.28,R2L,,
20190808,11,17.29,R2L,,
20190812,13,17.29,L2R,,
20190812,11,17.29,R2L,,
20190813,12,17.29,R2L,,
20190813,9,17.29,R2L,,
20190814,10,17.29,R2L,,
20190815,8,17.29,L2R,,
20190820,17,17.29,R2L,,
20190824,15,17.29,L2R,,
20190824,12,17.29,L2R,,
20190825,12,17.29,R2L,,
20190827,13,17.29,R2L,,
20190807,12,17.30,L2R,,
20190807,9,17.30,R2L,,
20190810,17,17.30,L2R,,
20190810,10,17.30,R2L,,
20190817,15,17.30,R2L,,
20190819,15,17.30,R2L,,
20190820,13,17.30,R2L,,
20190820,8,17.30,R2L,,
20190821,14,17.30,R2L,,
20190822,15,17.30,R2L,,
20190824,13,17.30,R2L,,
20190825,11,17.30,R2L,,
20190807,13,17.31,R2L,,
20190809,16,17.31,L2R,,
20190809,14,17.31,R2L,,
20190812,16,17.31,R2L,,
20190813,12,17.31,L2R,,
20190818,9,17.31,R2L,,
20190822,15,17.31,R2L,,
20190809,14,17.32,R2L,,
20190810,9,17.32,L2R,,
20190811,8,17.32,R2L,,
20190812,14,17.32,L2R,,
20190812,9,17.32,R2L,,
20190815,17,17.32,L2R,,
20190815,12,17.32,R2L,,
20190820,10,17.32,L2R,,
20190824,10,17.32,R2L,,
20190825,14,17.32,R2L,,
20190825,7,17.32,R2L,,
20190826,7,17.32,L2R,,
20190807,9,17.33,R2L,,
20190811,11,17.33,L2R,,
20190813,9,17.33,L2R,,
20190814,15,17.33,R2L,,
20190815,14,17.33,L2R,,
20190822,17,17.33,L2R,,
20190825,14,17.33,R2L,,
20190826,12,17.33,R2L,,
20190809,12,17.34,R2L,,
20190809,10,17.34,R2L,,
20190813,17,17.34,L2R,,
20190816,17,17.34,R2L,,
20190818,12,17.34,R2L,,
20190820,7,17.34,L2R,,
20190822,14,17.34,R2L,,
20190822,12,17.34,R2L,,
20190810,15,17.35,R2L,,
20190811,14,17.35,R2L,,
20190812,12,17.35,R2L,,
20190816,9,17.35,R2L,,
20190807,12,17.36,R2L,,
20190811,15,17.36,R2L,,
20190816,10,17.36,R2L,,
20190816,9,17.36,L2R,,
20190817,19,17.36,L2R,,
20190819,16,17.36,R2L,,
20190821,13,17.36,L2R,,
20190821,12,17.36,R2L,,
20190822,15,17.36,L2R,,
20190824,15,17.36,R2L,,
20190825,11,17.36,R2L,,
20190827,13,17.36,L2R,,
20190807,14,17.37,R2L,,
20190807,12,17.37,R2L,,
20190811,17,17.37,L2R,,
20190812,11,17.37,R2L,,
20190814,12,17.37,R2L,,
20190814,11,17.37,R2L,,
20190816,16,17.37,R2L,,
20190816,11,17.37,R2L,,
20190808,13,17.38,R2L,,
20190813,8,17.38,R2L,,
20190815,13,17.38,R2L,,
20190815,12,17.38,R2L,,
20190816,16,17.38,R2L,,
20190816,11,17.38,L2R,,
20190816,10,17.38,R2L,,
20190818,13,17.38,R2L,,
20190821,17,17.38,R2L,,
20190826,16,17.38,L2R,,
20190826,15,17.38,R2L,,
20190827,13,17.38,R2L,,
20190827,10,17.38,R2L,,
20190808,16,17.39,R2L,,
20190811,15,17.39,R2L,,
20190816,10,17.39,R2L,,
20190817,13,17.39,R2L,,
20190817,10,17.39,R2L,,
20190818,15,17.39,R2L,,
20190820,12,17.39,R2L,,
20190821,13,17.39,L2R,,
20190821,12,17.39,R2L,,
20190822,9,17.39,R2L,,
20190823,14,17.39,R2L,,
20190825,10,17.39,R2L,,
20190826,10,17.39,R2L,,
20190809,9,17.40,R2L,,
20190812,16,17.40,R2L,,
20190813,9,17.40,R2L,,
20190816,14,17.40,L2R,,
20190817,18,17.40,R2L,,
20190822,12,17.40,L2R,,
20190825,10,17.40,R2L,,
20190809,14,17.41,L2R,,
20190809,13,17.41,R2L,,
20190810,14,17.41,R2L,,
20190811,11,17.41,L2R,,
20190813,12,17.41,R2L,,
20190815,15,17.41,R2L,,
20190815,9,17.41,R2L,,
20190816,14,17.41,R2L,,
20190816,11,17.41,L2R,,
20190822,15,17.41,R2L,,
20190822,12,17.41,R2L,,
20190824,12,17.41,L2R,,
20190812,9,17.42,R2L,,
20190813,8,17.42,R2L,,
20190814,15,17.42,R2L,,
20190815,15,17.42,L2R,,
20190818,9,17.42,L2R,,
20190821,17,17.42,L2R,,
20190821,12,17.42,R2L,,
20190821,9,17.42,R2L,,
20190822,12,17.42,R2L,,
20190825,17,17.42,R2L,,
20190826,14,17.42,R2L,,
20190827,13,17.42,R2L,,
20190816,9,17.43,L2R,,
20190821,15,17.43,R2L,,
20190821,7,17.43,R2L,,
20190822,10,17.43,L2R,,
20190823,13,17.43,L2R,,
20190807,14,17.44,L2R,,
20190809,17,17.44,L2R,,
20190810,20,17.44,L2R,,
20190810,16,17.44,R2L,,
20190813,12,17.44,R2L,,
20190814,11,17.44,R2L,,
20190814,9,17.44,R2L,,
20190815,13,17.44,R2L,,
20190816,10,17.44,R2L,,
20190817,7,17.44,L2R,,
20190821,9,17.44,L2R,,
20190808,10,17.45,L2R,,
20190809,12,17.45,L2R,,
20190809,8,17.45,R2L,,
20190812,11,17.45,R2L,,
20190814,11,17.45,L2R,,
20190816,13,17.45,R2L,,
20190817,11,17.45,L2R,,
20190820,11,17.45,L2R,,
20190821,15,17.45,R2L,,
20190826,14,17.45,R2L,,
20190807,15,17.46,R2L,,
20190807,11,17.46,L2R,,
20190809,13,17.46,R2L,,
20190811,19,17.46,L2R,,
20190811,14,17.46,R2L,,
20190812,17,17.46,R2L,,
20190813,18,17.46,L2R,,
20190814,10,17.46,R2L,,
20190815,13,17.46,L2R,,
20190816,7,17.46,R2L,,
20190820,13,17.46,R2L,,
20190820,11,17.46,L2R,,
20190823,16,17.46,R2L,,
20190826,16,17.46,R2L,,
20190810,9,17.47,R2L,,
20190812,11,17.47,R2L,,
20190812,10,17.47,L2R,,
20190813,10,17.47,L2R,,
20190814,15,17.47,L2R,,
20190815,9,17.47,R2L,,
20190816,11,17.47,R2L,,
20190821,10,17.47,R2L,,
20190823,9,17.47,L2R,,
20190824,20,17.47,L2R,,
20190824,13,17.47,R2L,,
20190824,10,17.47,L2R,,
20190808,15,17.48,R2L,,
20190808,14,17.48,R2L,,
20190809,15,17.48,L2R,,
20190809,11,17.48,R2L,,
20190814,15,17.48,L2R,,
20190814,12,17.48,R2L,,
20190815,18,17.48,L2R,,
20190817,15,17.48,L2R,,
20190819,16,17.48,L2R,,
20190823,13,17.48,R2L,,
20190823,12,17.48,R2L,,
20190825,11,17.48,L2R,,
20190813,18,17.49,L2R,,
20190813,8,17.49,R2L,,
20190815,10,17.49,L2R,,
20190819,16,17.49,R2L,,
20190822,11,17.49,R2L,,
20190826,10,17.49,L2R,,
20190807,15,17.50,R2L,,
20190818,9,17.50,L2R,,
20190821,8,17.50,R2L,,
20190823,18,17.50,L2R,,
20190823,14,17.50,L2R,,
20190824,12,17.50,R2L,,
20190807,11,17.51,R2L,,
20190807,10,17.51,R2L,,
20190811,9,17.51,L2R,,
20190813,18,17.51,L2R,,
20190813,15,17.51,R2L,,
20190814,14,17.51,R2L,,
20190814,12,17.51,L2R,,
20190815,10,17.51,L2R,,
20190816,16,17.51,R2L,,
20190823,8,17.51,R2L,,
20190823,7,17.51,L2R,,
20190827,11,17.51,R2L,,
20190808,15,17.52,R2L,,
20190810,14,17.52,L2R,,
20190810,11,17.52,R2L,,
20190811,13,17.52,R2L,,
20190813,13,17.52,L2R,,
20190815,14,17.52,R2L,,
20190815,7,17.52,R2L,,
20190816,12,17.52,L2R,,
20190817,12,17.52,L2R,,
20190817,12,17.52,R2L,,
20190819,15,17.52,R2L,,
20190824,17,17.52,R2L,,
20190826,8,17.52,R2L,,
20190807,15,17.53,R2L,,
20190807,10,17.53,R2L,,
20190818,14,17.53,R2L,,
20190819,16,17.53,R2L,,
20190820,8,17.53,R2L,,
20190822,14,17.53,R2L,,
20190807,9,17.54,R2L,,
20190809,12,17.54,R2L,,
20190810,10,17.54,L2R,,
20190815,13,17.54,L2R,,
20190816,12,17.54,R2L,,
20190818,16,17.54,L2R,,
20190827,12,17.54,R2L,,
20190814,11,17.55,R2L,,
20190817,12,17.55,L2R,,
20190823,10,17.55,R2L,,
20190824,10,17.55,R2L,,
20190827,11,17.55,L2R,,
20190810,19,17.56,R2L,,
20190811,13,17.56,R2L,,
20190813,17,17.56,R2L,,
20190816,16,17.56,L2R,,
20190817,13,17.56,R2L,,
20190817,6,17.56,L2R,,
20190818,16,17.56,R2L,,
20190820,8,17.56,R2L,,
20190823,16,17.56,L2R,,
20190807,18,17.57,L2R,,
20190812,9,17.57,R2L,,
20190812,9,17.57,R2L,,
20190813,11,17.57,R2L,,
20190814,15,17.57,L2R,,
20190816,7,17.57,R2L,,
20190807,17,17.58,R2L,,
20190807,13,17.58,L2R,,
20190811,8,17.58,L2R,,
20190814,8,17.58,L2R,,
20190816,13,17.58,L2R,,
20190825,11,17.58,L2R,,
20190807,14,17.59,R2L,,
20190808,14,17.59,R2L,,
20190813,10,17.59,R2L,,
20190814,17,17.59,R2L,,
20190815,15,17.59,L2R,,
20190816,16,17.59,R2L,,
20190816,13,17.59,R2L,,
20190817,18,17.59,R2L,,
20190818,13,17.59,R2L,,
20190819,17,17.59,L2R,,
20190822,11,17.59,R2L,,
20190823,16,17.59,L2R,,
20190807,13,17.60,R2L,,
20190808,14,17.60,R2L,,
20190812,12,17.60,L2R,,
20190815,13,17.60,R2L,,
20190816,13,17.60,L2R,,
20190820,13,17.60,R2L,,
20190823,18,17.60,L2R,,
20190824,13,17.60,L2R,,
20190826,14,17.60,L2R,,
20190826,14,17.60,R2L,,
20190826,9,17.60,L2R,,
20190807,15,17.61,R2L,,
20190809,13,17.61,L2R,,
20190811,18,17.61,R2L,,
20190811,12,17.61,L2R,,
20190819,16,17.61,L2R,,
20190820,12,17.61,R2L,,
20190822,15,17.61,R2L,,
20190823,10,17.61,R2L,,
20190824,16,17.61,L2R,,
20190824,11,17.61,R2L,,
20190808,10,17.62,R2L,,
20190809,15,17.62,R2L,,
20190811,14,17.62,R2L,,
20190812,7,17.62,L2R,,
20190812,7,17.62,L2R,,
20190814,8,17.62,R2L,,
20190815,15,17.62,R2L,,
20190820,16,17.62,R2L,,
20190824,10,17.62,R2L,,
20190808,10,17.63,R2L,,
20190809,9,17.63,R2L,,
20190811,10,17.63,L2R,,
20190819,13,17.63,L2R,,
20190819,12,17.63,R2L,,
20190807,8,17.64,R2L,,
20190808,19,17.64,R2L,,
20190808,9,17.64,R2L,,
20190809,11,17.64,R2L,,
20190811,16,17.64,L2R,,
20190815,14,17.64,R2L,,
20190815,10,17.64,R2L,,
20190819,15,17.64,R2L,,
20190819,11,17.64,R2L,,
20190823,16,17.64,R2L,,
20190827,13,17.64,R2L,,
20190827,13,17.64,L2R,,
20190827,12,17.64,R2L,,
20190808,10,17.65,R2L,,
20190810,10,17.65,R2L,,
20190811,13,17.65,R2L,,
20190811,13,17.65,L2R,,
20190813,16,17.65,L2R,,
20190814,15,17.65,R2L,,
20190819,11,17.65,R2L,,
20190821,17,17.65,R2L,,
20190827,16,17.65,R2L,,
20190809,18,17.66,R2L,,
20190811,10,17.66,R2L,,
20190814,9,17.66,R2L,,
20190817,13,17.66,L2R,,
20190819,13,17.66,R2L,,
20190819,8,17.66,R2L,,
20190820,9,17.66,L2R,,
20190821,17,17.66,R2L,,
20190821,13,17.66,R2L,,
20190822,9,17.66,R2L,,
20190824,9,17.66,R2L,,
20190825,14,17.66,R2L,,
20190808,14,17.67,R2L,,
20190811,12,17.67,R2L,,
20190811,9,17.67,L2R,,
20190815,10,17.67,R2L,,
20190816,13,17.67,R2L,,
20190816,9,17.67,R2L,,
20190817,11,17.67,L2R,,
20190819,13,17.67,L2R,,
20190819,8,17.67,R2L,,
20190820,13,17.67,L2R,,
20190820,12,17.67,R2L,,
20190820,10,17.67,R2L,,
20190823,14,17.67,R2L,,
20190823,7,17.67,R2L,,
20190824,11,17.67,R2L,,
20190807,11,17.68,R2L,,
20190809,11,17.68,R2L,,
20190811,17,17.68,L2R,,
20190813,6,17.68,R2L,,
20190814,20,17.68,L2R,,
20190818,11,17.68,R2L,,
20190820,18,17.68,L2R,,
20190820,9,17.68,L2R,,
20190822,12,17.68,R2L,,
20190807,10,17.69,R2L,,
20190808,18,17.69,L2R,,
20190809,15,17.69,R2L,,
20190815,8,17.69,L2R,,
20190816,17,17.69,L2R,,
20190821,14,17.69,L2R,,
20190825,14,17.69,R2L,,
20190825,12,17.69,L2R,,
20190807,7,17.70,L2R,,
20190812,18,17.70,L2R,,
20190813,17,17.70,L2R,,
20190814,13,17.70,R2L,,
20190816,14,17.70,R2L,,
20190819,8,17.70,R2L,,
20190826,12,17.70,R2L,,
20190808,10,17.71,R2L,,
20190812,12,17.71,L2R,,
20190815,13,17.71,L2R,,
20190815,9,17.71,R2L,,
20190817,11,17.71,R2L,,
20190819,11,17.71,R2L,,
20190827,14,17.71,R2L,,
20190807,18,17.72,L2R,,
20190812,8,17.72,R2L,,
20190816,12,17.72,R2L,,
20190816,12,17.72,R2L,,
20190827,14,17.72,R2L,,
20190808,14,17.73,R2L,,
20190812,18,17.73,L2R,,
20190815,7,17.73,R2L,,
20190816,14,17.73,L2R,,
20190819,10,17.73,R2L,,
20190823,14,17.73,R2L,,
20190826,14,17.73,R2L,,
20190827,11,17.73,R2L,,
20190809,17,17.74,R2L,,
20190811,14,17.74,R2L,,
20190811,13,17.74,R2L,,
20190813,15,17.74,R2L,,
20190813,11,17.74,R2L,,
20190818,12,17.74,L2R,,
20190822,13,17.74,L2R,,
20190825,14,17.74,L2R,,
20190825,12,17.74,R2L,,
20190827,12,17.74,R2L,,
20190808,11,17.75,L2R,,
20190809,15,17.75,R2L,,
20190810,10,17.75,L2R,,
20190812,19,17.75,L2R,,
20190812,10,17.75,R2L,,
20190814,13,17.75,R2L,,
20190816,10,17.75,L2R,,
20190807,12,17.76,R2L,,
20190810,9,17.76,R2L,,
20190814,7,17.76,R2L,,
20190815,8,17.76,R2L,,
20190819,10,17.76,R2L,,
20190819,7,17.76,R2L,,
20190821,9,17.76,L2R,,
20190824,9,17.76,R2L,,
20190824,9,17.76,R2L,,
20190827,8,17.76,R2L,,
20190807,14,17.77,R2L,,
20190813,13,17.77,R2L,,
20190824,12,17.77,R2L,,
20190825,15,17.77,R2L,,
20190825,11,17.77,L2R,,
20190807,12,17.78,R2L,,
20190813,14,17.78,L2R,,
20190819,16,17.78,R2L,,
20190819,15,17.78,R2L,,
20190822,15,17.78,R2L,,
20190823,9,17.78,L2R,,
20190826,12,17.78,R2L,,
20190827,10,17.78,R2L,,
20190808,9,17.79,R2L,,
20190808,9,17.79,L2R,,
20190810,20,17.79,L2R,,
20190810,12,17.79,R2L,,
20190811,14,17.79,R2L,,
20190812,14,17.79,R2L,,
20190813,7,17.79,R2L,,
20190824,7,17.79,L2R,,
20190825,14,17.79,R2L,,
20190827,13,17.79,L2R,,
20190808,12,17.80,R2L,,
20190811,17,17.80,R2L,,
20190815,16,17.80,R2L,,
20190817,15,17.80,R2L,,
20190825,14,17.80,L2R,,
20190826,11,17.80,R2L,,
20190810,16,17.81,R2L,,
20190810,13,17.81,R2L,,
20190810,10,17.81,R2L,,
20190812,11,17.81,R2L,,
20190817,11,17.81,R2L,,
20190818,16,17.81,R2L,,
20190819,10,17.81,R2L,,
20190822,19,17.81,L2R,,
20190826,14,17.81,R2L,,
20190826,8,17.81,R2L,,
20190808,11,17.82,L2R,,
20190812,17,17.82,L2R,,
20190812,12,17.82,R2L,,
20190812,10,17.82,R2L,,
20190821,16,17.82,R2L,,
20190813,8,17.83,L2R,,
20190813,6,17.83,R2L,,
20190814,15,17.83,R2L,,
20190815,8,17.83,R2L,,
20190817,8,17.83,L2R,,
20190820,15,17.83,R2L,,
20190824,17,17.83,L2R,,
20190807,12,17.84,R2L,,
20190814,16,17.84,L2R,,
20190815,9,17.84,R2L,,
20190816,16,17.84,R2L,,
20190817,11,17.84,L2R,,
20190819,15,17.84,R2L,,
20190819,10,17.84,R2L,,
20190820,15,17.84,R2L,,
20190820,12,17.84,R2L,,
20190820,10,17.84,L2R,,
20190821,19,17.84,R2L,,
20190823,14,17.84,R2L,,
20190824,11,17.84,R2L,,
20190827,10,17.84,L2R,,
20190807,8,17.85,R2L,,
20190808,15,17.85,R2L,,
20190808,12,17.85,R2L,,
20190813,14,17.85,R2L,,
20190814,12,17.85,R2L,,
20190814,11,17.85,R2L,,
20190814,11,17.85,R2L,,
20190814,8,17.85,R2L,,
20190815,15,17.85,R2L,,
20190820,11,17.85,L2R,,
20190822,18,17.85,L2R,,
20190823,8,17.85,R2L,,
20190825,14,17.85,R2L,,
20190825,13,17.85,L2R,,
20190826,16,17.85,R2L,,
20190809,9,17.86,R2L,,
20190817,14,17.86,R2L,,
20190818,11,17.86,L2R,,
20190819,16,17.86,R2L,,
20190822,13,17.86,L2R,,
20190823,14,17.86,R2L,,
20190807,11,17.87,R2L,,
20190808,10,17.87,R2L,,
20190809,15,17.87,R2L,,
20190810,11,17.87,R2L,,
20190812,10,17.87,L2R,,
20190821,11,17.87,R2L,,
20190823,17,17.87,R2L,,
20190824,19,17.87,R2L,,
20190827,15,17.87,R2L,,
20190809,9,17.88,R2L,,
20190809,7,17.88,L2R,,
20190812,13,17.88,R2L,,
20190813,7,17.88,R2L,,
20190815,13,17.88,R2L,,
20190816,14,17.88,R2L,,
20190820,8,17.88,R2L,,
20190821,14,17.88,R2L,,
20190822,12,17.88,R2L,,
20190823,14,17.88,R2L,,
20190823,10,17.88,R2L,,
20190808,13,17.89,R2L,,
20190809,14,17.89,R2L,,
20190809,7,17.89,R2L,,
20190810,11,17.89,R2L,,
20190810,9,17.89,R2L,,
20190812,16,17.89,R2L,,
20190813,16,17.89,R2L,,
20190813,14,17.89,R2L,,
20190817,17,17.89,R2L,,
20190818,11,17.89,L2R,,
20190822,10,17.89,R2L,,
20190824,15,17.89,L2R,,
20190814,14,17.90,L2R,,
20190823,17,17.90,L2R,,
20190827,11,17.90,R2L,,
20190807,11,17.91,R2L,,
20190809,11,17.91,R2L,,
20190811,14,17.91,R2L,,
20190819,9,17.91,R2L,,
20190820,10,17.91,L2R,,
20190824,16,17.91,R2L,,
20190824,16,17.91,R2L,,
20190824,13,17.91,R2L,,
20190809,17,17.92,L2R,,
20190809,13,17.92,R2L,,
20190809,12,17.92,L2R,,
20190809,11,17.92,L2R,,
20190815,12,17.92,R2L,,
20190823,16,17.92,R2L,,
20190823,12,17.92,R2L,,
20190825,11,17.92,L2R,,
20190808,15,17.93,R2L,,
20190809,8,17.93,R2L,,
20190816,10,17.93,R2L,,
20190819,10,17.93,R2L,,
20190823,9,17.93,R2L,,
20190808,14,17.94,R2L,,
20190815,9,17.94,R2L,,
20190816,18,17.94,R2L,,
20190816,14,17.94,R2L,,
20190816,11,17.94,R2L,,
20190817,13,17.94,R2L,,
20190817,10,17.94,R2L,,
20190819,14,17.94,L2R,,
20190822,15,17.94,L2R,,
20190823,17,17.94,R2L,,
20190827,14,17.94,R2L,,
20190811,12,17.95,R2L,,
20190812,15,17.95,L2R,,
20190813,8,17.95,R2L,,
20190815,11,17.95,R2L,,
20190817,9,17.95,R2L,,
20190820,16,17.95,R2L,,
20190822,16,17.95,R2L,,
